,docs,topics,target
106,any one of them even nixon looks a hell of a lot better than trump to me cuz i am voting for joe but yeah i do not even recognize that trump thing as the republican party not that i,-1,biden
107,i am a russian and i sincerely don understand how americans can vote for trump when he allowed so many deaths my book about trump the room where it,-1,trump
108,i am a russian and i sincerely don understand how americans can vote for trump when he allowed so many deaths my book about trump the room where it,-1,trump
109,biden only can make change after the election if he wins if trump will only keep talking to black america if he doesn t he ll just look bad politically ,-1,biden
110,i like how in the interview she said she s not even going to vote it was n t until an uber driver shamed her for not voting that she decided to vote for,-1,biden
111,i am a russian and i sincerely don understand how americans can vote for trump when he allowed so many deaths my book about trump the room where it,-1,trump
112,you think the polls are showing a biden win in the us you should see the polls in china he s way up with the ccp those who oppose biden are disappeared and murdered ,-1,trump
113, voting records are being set blue tsunami is coming we are not sitting and hoping our neighbors voted,-1,biden
114,make it full term he will step down be forced to step down or just passaway a vote for joe is a vote for kamala she knows there will be a land slide victory for trump,-1,trump
115,i wonder if joe biden thinks ice cube won t be black if he votes independent ,-1,biden
116,play tough guy unfortunately the left is so good at lying to the black community in order to get votes most will blindly vote against trump without doing their own research if you want a legitimate perspective,-1,biden
117,deluded into believing black people are given way too much already will react trump could careless about the black votes as long black people stay home honestly i find cuomo the white man more honest than this,-1,biden
118,ice cube biden we need to talk now biden vote me in first if you re black then we can maybe talk trump do not worry,-1,trump
119,he knows we have to vote for somebody vote for trump they already know us blacks will vote democratic but what has democratic done for us cmon now,-1,biden
120,trump won utah and az mich pa wis nc all toss ups starting biden with ,-1,biden
121,if beijing biden wins the china wins ,-1,trump
122,trump will win,-1,trump
123,makes complete since im a black man years old and joe bidden hasn t done a damn thing in his whole political career but make things worst dont vote without doing your research ,-1,biden
124,vote biden out if nancy doesnt take a deal,-1,biden
125, so frustrating as a republican who i wish things could go back to normal this year i will vote blue all the way we really need to drain the swamp in the republican party ,-1,biden
126,is the stuff of china and russia not us well it used to be anyway i am voting trump ,-1,trump
127,joe l think will win big and big l think i think the right now let more people to vote and all those are voting for joe ,-1,biden
128,i do agree on one thing though is that i not on either side either like ice cube said which is why i don vote and i certainly not voting for trump or biden,-1,biden
129,the dnc is keeping a close eye on florida if trump says florida is the only safe state to vote by mail somethings up let s not forget the hanging chad biden harris trump jail,-1,biden
130,of son hunter s shill position on ukrainian board of directors america do you know who you re voting for to run your life ruin your future ,-1,biden
131,biden you not black enough you do not want vote for me i m going release you from them chains said did not want his kids going,-1,trump
132,like her vote uncle joe,-1,biden
133,no matter your party how trump is going after the female governor knowing there was a plot to kill her and endanger her family idk how any women can vote for him sick,-1,trump
134,charge to a great economy and energy independence why are people choosing to ignore this if president trump wins re election the media will look silly ,-1,trump
135,era he literally destroyed our country and therefore donald trump was elected to fix it i would never voted for trump if it wasn because obama ruined this country hopefully after his second term a republican,-1,trump
136,trump just trying to use a black celebrity to get the black vote can not cube see that cube just flattered they ask him do not you think white people in,-1,trump
137,you freaking sick lefty radical democrats do not own black people they own themselves and all are free to vote for whomever they want without deep swamp biden saying to them if they do not vote for him they,-1,biden
138,made the effort to investigate what the trump people are talking about with an open mind now i am voting for trump no way joe will ever get my vote now cnn has not been telling the,-1,unknown
139,without reservation that blacks latinos did no such thing evidence of that is that trump gained more black and latino votes then anyone predicted or expected so if blacks and hispanics did not automatically go from obama to trump,-1,biden
140,you got to vote screw covid trump has rabies ,-1,biden
141,this is like promoting virus more than promoting biden making virus bigger and stronger than trump vote corona virus for president ,-1,biden
142,a vote for biden kamala is a vote for ccp and filling the biden s and kamala ccp lawyer husband with ccp corruption monies ,-1,biden
143,a vote for biden kamala is a vote for ccp and filling the biden s and kamala ccp lawyer husband with ccp corruption monies ,-1,biden
144,a vote for biden kamala is a vote for ccp and making the biden s and kamala ccp lawyer husband billionaires with ccp corruption monies ,-1,trump
145,a vote for biden kamala is a vote for ccp and making the biden s and kamala ccp lawyer husband billionaires with ccp corruption monies ,-1,trump
146,a vote for biden kamala is a vote for ccp and making the biden s and kamala ccp lawyer husband billionaires with ccp corruption monies ,-1,trump
147,a vote for biden kamala is a vote for ccp and making the biden s and kamala ccp lawyer husband billionaires with ccp corruption monies ,-1,trump
148,china national news biden wins landslide in cheating tech ,-1,biden
149,americans in areas run by democrats for decades cuomos obviously giving the same answer as biden if you vote trump you ain black ,-1,trump
150,a vote for biden kamala is a vote for ccp and making the biden s and kamala ccp lawyer husband billionaires with ccp corruption monies ,-1,trump
151,a vote for biden kamala is a vote for ccp and making the biden s and kamala ccp lawyer husband billionaires with ccp corruption monies ,-1,trump
152,a vote for biden kamala is a vote for ccp and making the biden s and kamala ccp lawyer husband billionaires with ccp corruption monies ,-1,trump
153,a vote for biden kamala is a vote for ccp and making the biden s and kamala ccp lawyer husband billionaires with ccp corruption monies ,-1,trump
154,a vote for biden kamala is a vote for ccp and making the biden s and kamala ccp lawyer husband billionaires with ccp corruption monies ,-1,trump
155,a vote for biden kamala is a vote for ccp and making the biden s and kamala ccp lawyer husband billionaires with ccp corruption monies ,-1,trump
156,a vote for biden kamala is a vote for ccp and making the biden s and kamala ccp lawyer husband billionaires with ccp corruption monies ,-1,trump
157,his son hunter come on man the biden s are guilty of lies and treason americans are voting again for the best president ever trump ,-1,trump
158, measly years ago we americans were disgusted with the corrupt and swampy politicians after trump we are voting in droves for the same swamp they hit two birds with one stone transferred trillions of,-1,biden
159,trump will win,-1,trump
160,trump wins states,-1,biden
161,am pretty sure the white voters going for biden are supremacists since they believe biden is entitled to anyone s vote solely on the basis of skin color when biden himself relies heavily on a teleprompter i m not saying dont,-1,biden
162,his son hunter come on man the biden s are guilty of lies and treason americans are voting again for the best president ever trump ,-1,trump
163,vote biden i mean hunter biden,-1,biden
164,why are you voting for biden and he is a racist,-1,biden
165,vote for donald trump he is better than biden for the presidential campaign biden does not like black people,-1,biden
166,had to forcefully say thank god for obama what a joke all of you that are voting for biden for president this is who you are getting you ll essentially be voting for pelosi,-1,biden
167, and he is going to the president because he is the one in power right now if biden wins the election he will be speaking with biden what does cuomo want for black americans to just,-1,trump
168,joe biden want you to vote for trump,-1,trump
169,trump and his weasels robbing social security robbing medicare be informed vote to save america from this trump crime family vote,-1,biden
170,go out and vote trump ,-1,trump
171,it will be interesting if hunter biden goes to jail if he does not when trump wins i will then know i supported the wrong side i support trump presently months into ,-1,biden
172,as intelligent as white kidslatinos are more diverse then blacks you ai n t black if you do not vote for me joe biden xa hunter biden settled a tax debt within,-1,biden
173,as intelligent as white kidslatinos are more diverse then blacks you ai n t black if you do not vote for me joe biden xa hunter biden settled a tax debt within,-1,biden
174,as intelligent as white kidslatinos are more diverse then blacks you ai n t black if you do not vote for me joe biden xa hunter biden settled a tax debt within,-1,biden
175,just voted for trump for he is fighiting for the church and gods people and thats all that matters ,-1,trump
176,a vote for joe is a vote for corruption ,-1,biden
177,c mon vote biden and america will be doomed china first communist later ,-1,biden
178,all christians stop abortions abortions are satanic sacrifices vote trump stop abortions you seen abortions how they tear babies to pieces with tools is diabolic if u stand for abortions you will go to hell all real christians united ,-1,trump
179,i wouuuullld vote for trump but you know me i do not like presidents who get covid,-1,biden
180,are these trumps suburban women that he is trying to win over ,-1,biden
181,court determines as an anchor baby but the areas between the coasts are waaaayyyyy too drunk on trumps koolaid to vote democrat and hes gon na flip minnesota,-1,trump
182,turn off the fake news take a shower remember why you love america and its constitution then vote trump ,-1,trump
183,for blacks than the democrats biden has been in power for years and done nothing black people should vote for trump democrats have been taking advantage of black votes for too long ,-1,trump
184, million people are turning out to vote for president trump in person because they know that covid was a setup between the democrats and the chinese communists who released it on purpose ,-1,trump
185,the same buttons in as they did in we know they have been working overtime to suppress the vote use russia s help in disinformation defund the post office to stop the flow of mail in,-1,biden
186,hes not collaborating with trump he had a conversation with the trump administration biden thinks he owns the black vote whereas the trump administration were actually willing to have a conversation why should n t he have,-1,biden
187,when trump and the cons wrote their tax reform act to benefit the wealthy and punish the blue states that voted against him they forced liberals to move into more affordable red states that has and will change everything,-1,trump
188,anyone who wants nancy pelosi to have more power should vote for joe biden ,-1,biden
189,biden campaign be like vote vote vote how can these cnn fake media can trust by these much people ,-1,trump
190,vote for trump ,-1,trump
191, my dearest christians brothers and sisters in america if you loves us and care for us please please vote for trump please please vote for trump joe biden is not what you want joe biden,-1,trump
192,very reason trump and mcconnell will be loser the stupidity of trumps herd immunity won t work because no one can become immune to covid ,-1,biden
193,hard for me to grasp majority of women voting for a beta male therefore trump will win unless women are into beta males now lol which would be very sad,-1,trump
194, the racist bs he says about poor people being just as smart as white peoples or if you vote trump you ain black and the list goes on but then comes out saying he on black,-1,trump
195,vote and go vote for trump drain the swamp and get these criminals out of the country ,-1,trump
196,either your voting for trump or a teleprompter lol votes in my house we all voting red,-1,trump
197, my dearest christians brothers and sisters in america if you loves us and care for us please please vote for trump please please vote for trump joe biden is not what you want biden is,-1,trump
198,the message i get is joe is leading and we need to balance this so let vote for trump ,-1,trump
199,about helping the people of or is it because they are moving towards trump because like you said biden you vote trump then you ain black,-1,trump
200, my dearest christians brothers and sisters in america if you loves us and care for us please please vote for trump please please vote for trump joe biden is not what you want oooooooo joe,-1,trump
201,vote for trump,-1,trump
202,he could do one of those republicans voting against trump videos that are all over youtube would take him five minutes and be a great service to our country ,-1,biden
203,his ass and asked him to ram his golden horns into capitol hill this election we will be voting for more years of draining the swamp the double standards are embarrassing cnn ,-1,biden
204, yeah let s loser the grifters and put the real criminals in office joe biden and hunter biden,-1,biden
205,there are plenty of conservative black and other minority people so the republicans would be better trying to win their voted instead of turning to white extremists ,-1,biden
206, percent of the people i know in wisconsin are voting trump we are real americans from the heartland we don play that liberal leftist bullshit,-1,biden
207,biden ic i not taking sides cuomo ok so i just want to be sure you will be voting for biden right he was not the least bit interested in what ice cube had to say ,-1,unknown
208, s been a republican all his voting life being a true texan he s worried about the democrats winning but he s even more worried about trump winning and more than that he s,-1,biden
209,trump is still going to win,-1,trump
210,i am a russian and i sincerely don understand how americans can vote for trump when he allowed so many deaths my book about trump the room where it,-1,trump
211,vote blue trump is hot garbage ,-1,biden
212,i am black and i am all for biden and my city is to why should i vote for anyone who said that white supremacy there are good people on both sides that s because,-1,trump
213,i am not going to vote for donald trump i m voting for the first amendment and freedom of speech ri m voting for the,-1,biden
214,i am a russian and i sincerely don understand how americans can vote for trump when he allowed so many deaths my book about trump the room where it,-1,trump
215,i am an african american and i ve decided to consider what biden is saying i may even vote for him if he lives up to his promises towards african americans the decision to vote for anyone,-1,biden
216,i am not voting for donald trumpi m voting for the first amendment and freedom of speech ri m voting for the second amendment,-1,trump
217,i am not voting for donald trumpi m voting for the first amendment and freedom of speech i m voting for the second amendment,-1,trump
218,i am not voting for donald trumpi m voting for the first amendment and freedom of speech i m voting for the second amendment,-1,trump
219,i am not voting for donald trumpi m voting for the first amendment and freedom of speech i m voting for the second amendment,-1,trump
220,i am black and i am all for biden and my city is to why should i vote for anyone who said that white supremacy there are good people on both sides that s because,-1,trump
221,i am not voting for donald trumpi m voting for the first amendment and freedom of speech i m voting for the second amendment,-1,trump
222,i am not voting for donald trumpi m voting for the first amendment and freedom of speech i m voting for the second amendment,-1,trump
223,i am not voting for donald trumpi m voting for the first amendment and freedom of speech i m voting for the second amendment,-1,trump
224, vote trump its your responsivity to vote if you can register for netflix you can register to vote educate,-1,unknown
225,i am not voting for donald trumpi m voting for the first amendment and freedom of speech i m voting for the second amendment,-1,trump
226,i am not voting for donald trumpi m voting for the first amendment and freedom of speech i m voting for the second amendment,-1,trump
227,i am not voting for donald trumpi m voting for the first amendment and freedom of speech i m voting for the second amendment,-1,trump
228,i am not voting for donald trumpi m voting for the first amendment and freedom of speech i m voting for the second amendment,-1,trump
229,i am not voting for donald trumpi m voting for the first amendment and freedom of speech i m voting for the second amendment,-1,trump
230,i am not voting for donald trumpi m voting for the first amendment and freedom of speech i m voting for the second amendment,-1,trump
231,a vote for biden is a vote for the chinese communist chinese the evil ccp must be destroy to save china and her people ,-1,trump
232,too she way to quick to anger and is very defensive she on her last legs and when president trump wins his second term her biden and kamala are going behind bars,-1,trump
233,hillary had way more people voting for her i doubt joe biden is doing better than her ,-1,biden
234,so what in it for her she must realize joe is not going to win and cnn come on man lol,-1,biden
235,i am vietnamese american i am voting for trump ,-1,trump
236,vote joe biden,-1,biden
237,vote for trump and m a g a,-1,trump
238,white black am xe ricain haitian mexicain salvador portoricain honduras latinos all immigrant stand up go vote biden harris d xe mocrate ,-1,biden
239,will own us bidens are sell outs and have taken billions from china and ukrain a biden harris win is a win for china to take over our country ,-1,trump
240, nbc chelsea clinton was making a year benefits as a starting reporter univision emmy award winning anchor jorge ramos daughter is working on hillary clinton presidential campaign donna brazile interim head of the,-1,biden
241,giving what blacks claimed they been owed for years of building the greatest economy off our backs taking our votes for granted like attacking ice cube for working with trump with his contract for black america proposals expecting us,-1,biden
242,just remember fellow republicans it s a secret ballot no one will ever know you voted for joe biden ,-1,biden
243,the biden family collected billions of dollars in extorted promises from foreign nations russia ukraine kazakistan in china china is threatening biden if he does not win he s going to be in serious deep trouble,-1,trump
244,trump will win,-1,trump
245,somebody tell this bro trump and his campaign do not care about him or black america but they will use him to get some black votes so nieve ,-1,biden
246,i like to play it down who paying for the wall remember losers and suckers to vote twice but before inject yourself with bleach trump ,-1,trump
247,vote no for joe and the ho ,-1,biden
248,such fake news i live in florida there is no way biden wins florida you people are insane fake news ,-1,trump
249,the democrats have failed to do for so many decades and despite that democrats insist they deserve the black vote and furthermore claim they done a lot for black americans democrats obviously take the black vote for,-1,biden
250,if they thought joe could win why did the make him pull out of running last time,-1,biden
251,trump is the one who gave the most jobs to black america ic just said he is not picking a side give it up cuomo you can win with stupidity ,-1,biden
252,i feel cube i not for neither party i won be bullied into voting demoncrat just because a good o boy biden thinks your black i you don vote for him and,-1,biden
253,to hault when it comes to us california be sure to make your voices heard at the polls and vote somebody else in to represent you better because pelosi is n t doing that good ,-1,biden
254,election just as he used harvey cube good luck getting any attention from this president after he wins the election ,-1,biden
255,i hope we still get to keep our medical insurance i voted for mr trump so i hope he doesnt take our insurance away mr trump if he wants to still,-1,biden
256,come on floridians let s bring this win home get rid of trump let s put biden in the whitehouse lock trump up lock trump up,-1,biden
257,old joe has a shot you been watching these people to long trump will be president despite mail in voting scam,-1,biden
258,the hell are they doing in office and btw i did not elect pelosi but i would like to vote her out ,-1,biden
259,listen ice cube you need to vote or donald trump the other guy is one prejudice democrat,-1,biden
260,the more trump supporters get sick the less votes for him so i say just let them get the covid ,-1,trump
261,she cant let trump win cus gonna expose her,-1,unknown
262,trump will win,-1,trump
263,much biden helped the clintons put the laws in place to give longer sentences for weed charges keep voting democratic leaders keep setting yourselves up for the big let down that why it was so easy,-1,trump
264,watch about hunter biden and his father how they sold us to communist china under our noses if joe wins we are owned and never recover from that ever again wake up and go do your research don,-1,trump
265,y es difentente a lo que trump dice this is another cnn lie i am puerto rican and vote for trump lying press the press says and is different from what trump says ,-1,trump
266,of the american dream biden is full on with the chinese and you worried about talking to whoever wins the presidency about the black america that are descendants from slaves you my friend have disappointed,-1,biden
267,your voting for biden because your son got the china virus it s not trumps fault it s china s fault ,-1,trump
268,about the bidens and seriously you guys are starting a russia thing again so when trump wins you are going to russia us to death again for years ,-1,trump
269,vote for joe crime boss biden ,-1,biden
270,sit in front of her house and protest if you need the money that bad do something about it vote these people out revamp the goverment and put people in office who are actually there for the people and,-1,biden
271,sit in front of her house and protest if you need the money that bad do something about it vote these people out revamp the goverment and put people in office who are actually there for the people and,-1,biden
272,party of china and ukrainian more years for president trump and vice president pence maga maga maga for republicans is vote for freedom,-1,biden
273,fake news get ouy chirs cuomo president s trump is hero trump pence more years my family voted republican party and trump pence early october and my friend too texas vote ,-1,biden
274,ron thinks his daddy was the same guy the propaganda machine spun up about him to get the rubes to vote for him this tower of moral and ethical purity who started his campaign in philadelphia ms to let,-1,biden
275,few good men wake up republican senators there is moment to allow self preservation to kick in vote no on barrett s confirmation america does not want a justice chosen by a self confessed sexual,-1,biden
276,vote trump,-1,trump
277,early voting says trump is winning in california a blue state ,-1,biden
278,people actually believe this shit according to cnn biden won already,-1,trump
279, rnbc chelsea clinton was making a year benefits as a starting reporter runivision emmy award winning anchor jorge ramos daughter is working on hillary clinton presidential campaign rdonna brazile interim head of the,-1,biden
280,she is smiling like she has won the election before the real counting has begun trump ,-1,trump
281,clearly said the biden team said wait till after the election black americans wake up democrats expect your vote but are giving you nothing for it they don earn it so why should they fulfill any promises,-1,biden
282,total hard drives out there nd one came out last night in ukraine xi s opponents enemies do not want biden to win if biden wins xi wins and xi will use his biden connection to confiscate his opponent s assets,-1,trump
283,the grifters got kicked out of the white house years ago you have to be an idoot to vote corrupt dementia joe back in corruption lies that s what he s all about no,-1,biden
284,the rp now are not even republicans they are just hateful bigoted trump cocksuckers the real republicans are either voting for biden or for a third party thankfully though as long as supporters expect another trump after he,-1,biden
285,total hard drives out there nd one came out last night in ukraine xi s opponents enemies do not want biden to win if biden wins xi wins and xi will use his biden connection to confiscate his opponent s assets,-1,trump
286,total hard drives out there nd one came out last night in ukraine xi s opponents enemies do not want biden to win if biden wins xi wins and xi will use his biden connection to confiscate his opponent s assets,-1,trump
287,biden will be too busy trying to keep hunter out of a eastern european prison to help anyone win or lose ,-1,trump
288, ronald reagan would not support the socialist agenda pushed by the left he was the first president i voted for he supported the american dream lowering taxes and less government regulations was part of that dream,-1,biden
289,anybody that thinks that trump won the debate is definitely not an undecided voter because if that shit show does not change their minds then nothing will ,-1,biden
290,democrats failed us and trump is our chance and blacks will vote for him a d make him win,-1,biden
291,should have more than enough information to make you own decisions i can tell you for sure if biden win they will stop reporting about the virus it will become old news this news cnn are curpt like,-1,unknown
292,white supremacist is lame is he really gullible enough to believe trump would honor such a promise after he wins the election this is just repubs working cube the rube over that said he s right,-1,biden
293,trump landslide for jesus people will be judged harshly for voting to kill babies it is called murder,-1,trump
294,if joe biden wins the united states will become china s bitch how are you still undecided ,-1,trump
295,right to know where i stand and they will have a right to know where i stand before they vote he added r rsenate republicans are rushing a supreme court confirmation vote for amy coney barrett in the final,-1,biden
296,the fact of reality is that trump doesn need the black vote to win but trump is honestly willing to work with people who want policy changes to help black americans ,-1,biden
